optimizer,step,train_loss,val_loss,val_perplexity,elapsed_s
adamw,25,10.291130752563477,9.753390312194824,17212.485699136534,6.8528332999994745
adamw,50,9.297222213745117,8.8302170753479,6837.770966042241,13.759741500005475
adamw,75,8.469093856811524,8.143159580230712,3439.7689424898117,20.8154649999924
adamw,100,7.912454223632812,7.702295398712158,2213.4228532106304,27.64296810000087
adamw,125,7.53614761352539,7.4915204524993895,1792.7758511693614,34.48821140000655
adamw,150,7.433442668914795,7.424829578399658,1677.1137322551274,41.429510000001756
adamw,175,7.378557567596435,7.38135781288147,1605.7686215789593,48.40426229999866
adamw,200,7.3296111297607425,7.342620086669922,1544.7542059410907,55.378086199998506
adafactor,25,9.3468217086792,8.027967739105225,3065.505431771873,7.662521699996432
adafactor,50,7.662554454803467,7.487994909286499,1786.4664709664917,15.11552930000471
adafactor,75,7.436161003112793,7.432606363296509,1690.2071312834364,22.573969899996882
adafactor,100,7.379252605438232,7.347096109390259,1551.6840583828734,30.12613560000318
adafactor,125,7.273279170989991,7.319175338745117,1508.9590764406237,37.543269200003124
adafactor,150,7.281076545715332,7.291047668457031,1467.1069339878889,45.19978350000747
adafactor,175,7.231587867736817,7.262435626983643,1425.724845639078,52.7990209999989
adafactor,200,7.1803457641601565,7.230723857879639,1381.2219507073064,60.38191619999998
lion,25,10.552836685180663,10.317409992218018,30254.795875092677,7.0872916000080295
lion,50,10.128211250305176,9.917072010040282,20273.542909534364,14.497454900003504
lion,75,9.724430427551269,9.532605838775634,13802.511381786831,21.78784910000104
lion,100,9.357635726928711,9.18156852722168,9716.38123513911,28.9150956000085
lion,125,9.00494457244873,8.874012088775634,7143.8854555889675,36.11441970001033
lion,150,8.724921722412109,8.602863788604736,5447.2370107774,43.37020550000307
lion,175,8.470988883972169,8.364843368530273,4293.43919767707,50.64723360000062
lion,200,8.236644477844239,8.15068998336792,3465.769564038723,57.90686519999872
muon_lite,25,10.771920700073242,10.708327960968017,44726.791388011436,8.7645094999898
muon_lite,50,10.694116859436035,10.662615394592285,42728.24237837287,17.438077200000407
muon_lite,75,10.659599189758302,10.636792469024659,41638.998415801136,26.209651099998155
muon_lite,100,10.640694427490235,10.620428943634034,40963.182056985315,34.76289189999807
muon_lite,125,10.625470008850098,10.608353900909425,40471.5242519129,43.63827179999498
muon_lite,150,10.614523811340332,10.59818868637085,40062.20645143268,52.42877430000226
muon_lite,175,10.606323280334472,10.58738660812378,39631.78029644129,61.009502299988526
muon_lite,200,10.595888595581055,10.576277446746825,39193.94097026779,69.95702750000055
hamiltonian_geometric,25,10.286180572509766,9.738351631164551,16955.569300892137,7.5512088000104995
hamiltonian_geometric,50,9.27515510559082,8.807822608947754,6686.344618477192,15.032499200009624
hamiltonian_geometric,75,8.451564292907715,8.13552885055542,3413.6208867955133,22.621117000002414
hamiltonian_geometric,100,7.913020534515381,7.710593605041504,2231.866712377861,30.14762640000845
hamiltonian_geometric,125,7.55212781906128,7.5054364681243895,1817.8985464084199,37.77269610000076
hamiltonian_geometric,150,7.450074653625489,7.434147644042969,1692.8142236069075,45.3021463000041
hamiltonian_geometric,175,7.394689064025879,7.393358850479126,1625.1556104875217,52.729266100010136
hamiltonian_geometric,200,7.349403285980225,7.352218341827393,1559.6525355724932,60.20172900000762
